MOF,ASA_m^2/g,AV_Volume_fraction,AV_cm^3/g,POAV_Volume_fraction,POAV_cm^3/g,Channel Dimensionality,Working,TSN,Loged selec,vertice,edge,topo,di,df,dif
m426_n2_8c_o85_4c_square_sqc,201.64,0.52844,0.420262,0.3649,0.290201,2,1.488162714,2.434894956,1.63617522,8c,square,sqc,6.30273,3.63628,6.30273
m115_fixedH_n2_8c_o375_2c_bcu,2403.12,0.67032,0.722994,0.58772,0.633903,3,1.606166753,2.62784052,1.636094456,8c,2c,bcu,7.46994,5.18983,7.46994
m127_6c_oct_o454_2c_pcu,1757.55,0.6974,0.624175,0.64304,0.575522,3,1.249634299,2.044508367,1.636085348,oct,2c,pcu,8.90689,6.42267,8.70944
m425_4c_square_o78_4c_square_cdz,0,0.3438,0.237617,0.19598,0.135451,1,0.601739892,0.984485423,1.636064745,square,square,cdz,4.54112,3.2228,4.54112
m366_6c_oct_o202_4c_square_soc,1213.13,0.60792,0.423032,0.47442,0.330134,3,1.29517066,2.118979634,1.636062103,oct,square,soc,6.8609,5.013,6.8609
m380_p2_6c_oct_o488_2c_bcs,1690.24,0.62248,0.737015,0.4679,0.553992,3,1.919382211,3.140216071,1.636055629,oct,2c,bcs,8.84824,4.4449,8.84824
m426_n2_8c_o145_4c_square_sqc,1447.63,0.6024,0.558566,0.50162,0.465119,2,2.528493817,4.136604294,1.635995416,8c,square,sqc,7.29586,4.78666,7.29586
m18_8c_o48_4c_square_sqc,735.499,0.55922,0.301673,0.45346,0.244621,2,1.772378921,2.899602012,1.635994413,8c,square,sqc,6.93151,5.11999,6.93151
m184_6c_oct_o422_2c_pcu,1210.56,0.6141,0.458195,0.53856,0.401833,3,1.470119196,2.404842636,1.63581473,oct,2c,pcu,7.07678,5.43278,6.94427
m488_fixedH_8c_o90_4c_square_sqc,922.381,0.55324,0.485288,0.4114,0.36087,2,1.950639842,3.190808247,1.635775184,8c,square,sqc,6.54471,4.06234,6.12546
m525_8c_o143_4c_square_sqc,497.236,0.55604,0.492363,0.40972,0.362799,2,1.868603426,3.056574851,1.635753637,8c,square,sqc,6.20209,4.31023,5.74207
m139_n1_4c_tet_o113_4c_square_mog,1582.44,0.65462,0.519838,0.61224,0.486184,3,3.392687269,5.549256086,1.635652109,tet,square,mog,7.28167,4.58086,7.28167
m169_12c_hpr_o146_4c_square_shp,1044.04,0.57414,0.422635,0.46852,0.344886,1,1.906291613,3.117943593,1.635606836,hpr,square,shp,7.66657,6.16869,7.24043
m189_8c_o504_2c_bcu,1149.34,0.63418,0.53634,0.53302,0.450787,3,0.923831784,1.511016154,1.635596632,8c,2c,bcu,5.58919,4.53723,5.48133
m366_6c_oct_o447_2c_pcu,2584.64,0.72192,0.92571,0.6547,0.839515,3,1.296514862,2.120536759,1.635566874,oct,2c,pcu,9.94782,5.52779,9.70497
m447_6c_oct_o290_2c_bcs,3018.4,0.74482,0.834849,0.69224,0.775913,3,1.64561272,2.691338876,1.635463097,oct,2c,bcs,7.82414,5.99386,7.44682
m18_8c_o422_2c_bcu,789.944,0.58824,0.335623,0.4848,0.276605,3,1.471399635,2.406232338,1.635335691,8c,2c,bcu,6.44201,3.99196,6.33734
m420_n2_8c_o497_2c_bcu,0,0.55206,0.511186,0.3905,0.361588,2,1.390708628,2.274275251,1.635335544,8c,2c,bcu,7.16695,3.49259,6.45774
m350_4c_square_o168_4c_square_cdn,821.519,0.58184,0.592971,0.50386,0.513499,3,2.895824298,4.735582493,1.635314165,square,square,cdn,5.432,4.43204,5.41368
m235_6c_oct_o49_4c_tet_toc,1040.06,0.5975,0.434906,0.491,0.357387,3,1.767685821,2.89063583,1.635265609,oct,tet,toc,6.95607,4.39611,6.95607
m123_n2_8c_o544_2c_bcu,784.796,0.58166,0.52951,0.47094,0.428717,3,1.274491622,2.083885758,1.635072151,8c,2c,bcu,5.50788,3.84159,4.96839
m384_6c_oct_o106_4c_square_soc,918.786,0.58654,0.45126,0.45736,0.351874,3,1.816731909,2.970205579,1.634916833,oct,square,soc,6.36349,3.75218,6.28334
m162_4c_square_o175_4c_square_cdz,669.736,0.5731,0.58879,0.41192,0.423198,2,1.142353697,1.867438713,1.634728997,square,square,cdz,6.11237,4.90848,6.11237
m374_n2_6c_trp_o428_2c_lcy,0,0.56926,0.583146,0.37882,0.38806,3,0.884822777,1.446412429,1.634691677,trp,2c,lcy,8.80722,3.42261,8.80722
m380_p2_6c_oct_o290_2c_bcs,2926.36,0.68982,0.957408,0.59564,0.826694,3,2.414215425,3.946202572,1.634569364,oct,2c,bcs,9.36527,5.59661,7.06644
m450_fixedH_4c_square_o174_4c_square_mot,1926.34,0.65484,0.642015,0.56864,0.557504,2,1.403804595,2.294602045,1.634559434,square,square,mot,6.66305,5.37525,6.57941
m7_4c_square_o224_4c_square_ssd,1856.61,0.65952,0.748906,0.58282,0.661811,3,2.140890071,3.499362352,1.634536214,square,square,ssd,15.21991,4.91131,11.07725
m205_6c_oct_o309_2c_bcs,651.438,0.59114,0.492573,0.4106,0.342137,3,1.260429033,2.060207655,1.63452888,oct,2c,bcs,6.20692,3.96151,6.07096
m79_6c_oct_o478_2c_pcu,1405.58,0.6192,0.621115,0.5172,0.5188,3,1.218497605,1.991562434,1.634440992,oct,2c,pcu,6.77407,4.11629,6.1965
m426_n2_8c_o327_2c_bcu,782.452,0.59422,0.512359,0.46998,0.405235,3,1.509599038,2.467163268,1.634316931,8c,2c,bcu,6.47599,5.08421,6.43423
m748_fixedH_n2_8c_o558_2c_bcu,2102.07,0.6433,0.746793,0.54708,0.635093,3,2.042217509,3.337390188,1.634199185,8c,2c,bcu,7.97962,5.03602,7.399
m330_6c_oct_o397_p2_2c_bcs,3425.78,0.73036,1.05103,0.63598,0.915211,3,1.529939631,2.500224776,1.634198321,oct,2c,bcs,8.84968,5.8072,8.81747
m236_4c_square_o85_4c_square_cdm,185.964,0.47984,0.42939,0.21078,0.188619,1,0.681782685,1.114164131,1.634192472,square,square,cdm,5.07207,3.87041,5.06072
m311_8c_o321_2c_bcu,2544.54,0.6666,0.846514,0.57018,0.72407,3,1.328800478,2.171504025,1.634183657,8c,2c,bcu,7.64896,5.16628,7.49817
m292_p3_8c_o83_4c_square_sqc,355.974,0.52462,0.439831,0.37696,0.316036,2,1.581440135,2.584256694,1.634116042,8c,square,sqc,5.89387,4.02733,5.89345
m297_fixedH_p2_6c_oct_o541_n1_2c_bcs,2532.98,0.75344,0.801528,0.6969,0.741379,3,1.297029728,2.119419309,1.634056077,oct,2c,bcs,9.79827,6.77664,9.2472
m277_fixedH_8c_o305_2c_bcu,1326.68,0.60232,0.552323,0.50296,0.461211,3,1.577044488,2.576968119,1.634049096,8c,2c,bcu,7.1044,5.5139,7.08323
m18_8c_o142_4c_square_sqc,638.342,0.548,0.296213,0.42872,0.231738,2,1.482176081,2.421827156,1.633967237,8c,square,sqc,5.69469,4.77564,5.69469
m368_4c_square_o242_4c_square_sse,310.756,0.43368,0.332485,0.14576,0.111748,1,1.25813654,2.055667053,1.63389822,square,square,sse,6.12446,4.74185,6.12446
m197_8c_o197_4c_tet_flu,1622.8,0.68578,0.588831,0.62688,0.538258,3,1.467712489,2.397841301,1.633726849,8c,tet,flu,10.02532,4.35533,9.97438
m333_6c_trp_o276_p1_2c_acs,2079.52,0.70316,0.685177,0.64576,0.629245,3,1.485827505,2.427420636,1.633716315,trp,2c,acs,8.40866,6.13701,8.40866
m182_8c_o198_3c_the,913.188,0.5769,0.441542,0.39868,0.305138,2,1.398631785,2.28494717,1.633701732,8c,3c,the,7.76864,5.58983,7.73397
m445_p2_6c_oct_o480_2c_pcu,2620.3,0.66828,0.893123,0.58792,0.785726,3,2.237624173,3.655577902,1.63368717,oct,2c,pcu,7.52968,4.78608,7.52968
m416_6c_trp_o480_2c_lcy,2066.43,0.63942,0.782077,0.53386,0.652966,3,1.900552009,3.104652264,1.633552909,trp,2c,lcy,9.47339,4.50013,9.47339
m209_4c_square_o143_4c_square_mot,2095.4,0.68458,0.664676,0.64042,0.6218,3,1.958060228,3.198532169,1.63352083,square,square,mot,8.03638,5.98389,8.0201
m418_8c_o386_2c_bcu,810.322,0.5294,0.524348,0.3741,0.37053,3,1.364444618,2.228785772,1.633474707,8c,2c,bcu,6.01132,3.80671,5.83132
m48_p2_6c_oct_o511_2c_pcu,2150.59,0.7363,0.646494,0.68892,0.604893,3,0.992013012,1.620261905,1.63330711,oct,2c,pcu,8.56314,6.79842,8.56314
m620_6c_oct_o543_p1_2c_pcu,1494.04,0.63126,0.608302,0.54146,0.521768,3,1.407550677,2.298792024,1.633185975,oct,2c,pcu,6.66617,4.18647,6.64971
m68_n2_8c_o145_4c_square_sqc,1375.9,0.60752,0.52649,0.50688,0.439273,2,2.352504576,3.841290106,1.632851279,8c,square,sqc,7.23786,4.7907,7.09972
m400_6c_trp_o536_2c_acs,1340.44,0.63312,0.542327,0.53854,0.461311,3,1.157123142,1.889300478,1.632756626,trp,2c,acs,7.02352,5.73211,6.93255
m7_4c_square_o103_p2_4c_square_cdz,2679.68,0.706,0.887629,0.68112,0.856348,3,2.525754967,4.123640865,1.632636942,square,square,cdz,8.2156,5.98558,7.86474
m7_4c_square_o242_4c_square_mot,458.724,0.49166,0.313104,0.30984,0.197316,1,0.956897381,1.562253321,1.632623678,square,square,mot,6.38087,4.13198,6.38087
m209_4c_square_o47_4c_square_mot,2007.54,0.68278,0.6638,0.63724,0.619526,3,2.032097457,3.317238363,1.632420902,square,square,mot,7.93962,5.98299,7.85812
m723_6c_oct_o562_2c_bcs,605.264,0.56746,0.579557,0.33844,0.345655,3,1.512601587,2.469153926,1.632388824,oct,2c,bcs,6.718,3.84454,6.48006
m334_n2_8c_o559_2c_bcu,1756.47,0.65006,0.657978,0.55894,0.565748,3,1.882083862,3.072253976,1.632368269,8c,2c,bcu,6.82854,4.2256,5.80469
m250_n2_6c_trp_o235_3c_sit,658.666,0.5532,0.427036,0.44004,0.339684,2,1.280902492,2.090880095,1.63234915,trp,3c,sit,5.58325,3.83026,5.55326
m224_4c_tet_o388_2c_dia,1234.62,0.632,0.76384,0.4855,0.586779,3,1.459182697,2.381817867,1.632295854,tet,2c,dia,6.7961,4.28983,6.50779
m245_n1_4c_tet_o37_4c_tet_coe,1966.03,0.69378,0.719638,0.63156,0.655099,3,1.295982365,2.115405788,1.632279763,tet,tet,coe,7.70259,4.08618,7.53375
m366_6c_oct_o530_2c_pcu,1974.63,0.65296,0.712892,0.55766,0.608845,3,1.195832485,1.951843354,1.632204659,oct,2c,pcu,7.35463,6.23646,7.19288
m306_6c_oct_o375_2c_bcs,1615.73,0.64482,0.648351,0.50348,0.506237,3,1.434335597,2.341014148,1.632124416,oct,2c,bcs,7.15791,4.52572,6.56075
m488_fixedH_8c_o142_4c_square_sqc,1176.11,0.54626,0.45884,0.43456,0.365016,2,2.091440877,3.41343191,1.632095819,8c,square,sqc,5.5638,4.65635,5.55722
m374_n2_6c_trp_o204_3c_sab,0,0.41304,0.275787,0.1627,0.108635,1,0.644655017,1.052044432,1.6319495,trp,3c,sab,6.23411,3.16805,6.16785
m411_6c_oct_o381_2c_bcs,0,0.51954,0.499104,0.25538,0.245335,1,0.800439857,1.30622256,1.631880957,oct,2c,bcs,6.37313,3.22696,6.08995
m297_fixedH_p2_6c_oct_o366_2c_bcs,2431.2,0.74318,0.741547,0.68366,0.682158,3,1.112691938,1.815679598,1.631790018,oct,2c,bcs,9.78392,6.65591,9.78141
m106_fixedH_8c_o427_2c_bcu,800.059,0.55244,0.493631,0.40492,0.361815,2,1.711890369,2.79329967,1.631704764,8c,2c,bcu,6.38897,3.83821,6.3739
m447_6c_oct_o451_2c_bcs,515.939,0.59178,0.466581,0.40616,0.320231,3,1.375442182,2.244263657,1.631667028,oct,2c,bcs,7.01341,3.82501,5.5141
m19_n1_6c_trp_o437_2c_acs,533.621,0.48426,0.360321,0.31992,0.238041,1,1.06915946,1.744509315,1.631664293,trp,2c,acs,5.51947,3.8432,5.51947
m298_n2_8c_o311_2c_bcu,898.092,0.57798,0.452557,0.46254,0.362168,3,1.583038731,2.582914274,1.631617864,8c,2c,bcu,5.92815,4.57057,5.78586
m446_fixedH_n2_6c_oct_o543_p1_2c_pcu,1239.39,0.61798,0.543655,0.50678,0.445829,3,1.447053146,2.361001599,1.631592872,oct,2c,pcu,5.88837,4.33243,5.88837
m620_6c_oct_o191_3c_pyr,1180.77,0.61572,0.525756,0.51746,0.441853,3,1.886420102,3.077828588,1.631571136,oct,3c,pyr,6.07065,3.96872,5.99117
m33_fixedH_8c_o215_3c_the,981.591,0.62438,0.415296,0.49622,0.330053,3,0.758766505,1.23797322,1.631560187,8c,3c,the,11.74908,6.47716,11.74908
m127_6c_oct_o351_2c_bcs,2514.63,0.72328,0.799637,0.63592,0.703054,3,1.237864921,2.019349137,1.63131623,oct,2c,bcs,10.24165,5.93874,9.97338
m315_4c_tet_o215_3c_ctn,1378.44,0.62934,0.49985,0.54202,0.430497,3,2.489529389,4.061031357,1.631244594,tet,3c,ctn,7.05795,4.39069,7.05795
m4_8c_o526_2c_bcu,3181.04,0.72936,0.995842,0.68202,0.931205,3,1.912015411,3.118945953,1.631234735,8c,2c,bcu,8.99606,6.45619,7.90133
m143_6c_oct_o382_2c_pcu,1403.15,0.60656,0.672668,0.48944,0.542783,2,2.878546159,4.695350514,1.631153455,oct,2c,pcu,5.97054,4.09,5.97054
m339_fixedH_p2_8c_o201_4c_tet_flu,1327.42,0.5788,0.603637,0.45704,0.476652,3,1.640694755,2.676216577,1.631148371,8c,tet,flu,6.50402,4.94138,6.23563
m426_n2_8c_o356_2c_bcu,2041.76,0.65286,0.713533,0.56422,0.616655,3,1.763430078,2.876349905,1.631110834,8c,2c,bcu,6.47625,4.28889,6.47625
m368_4c_square_o242_4c_square_mot,867.473,0.49848,0.422055,0.38206,0.323484,1,2.170955439,3.540973606,1.631066922,square,square,mot,5.86349,4.90747,5.86349
m272_6c_oct_o327_2c_bcs,1185.88,0.6028,0.590962,0.46112,0.452064,3,2.007442222,3.274063754,1.630962883,oct,2c,bcs,6.37467,4.18534,5.34176
m249_6c_trp_o81_4c_tet_hea,2043.06,0.71164,0.761339,0.64772,0.692955,3,1.248435247,2.03613522,1.630949803,trp,tet,hea,11.01271,6.86204,11.01271
m486_8c_o498_fixedL_2c_bcu,177.114,0.56882,0.312956,0.4272,0.235039,3,0.843336449,1.375318794,1.630806774,8c,2c,bcu,5.88474,3.78754,4.94808
m127_6c_oct_o168_4c_square_soc,675.606,0.57154,0.415577,0.37318,0.271346,3,2.403170172,3.918872367,1.630709474,oct,square,soc,10.93653,3.95026,5.56039
m39_fixedH_p2_6c_oct_o184_p2_4c_square_soc,1851.56,0.68752,0.642388,0.60364,0.564014,3,1.228860888,2.003753119,1.630577666,oct,square,soc,10.58463,6.23295,8.49457
m340_p1_6c_oct_o417_2c_bcs,2311.55,0.67594,0.794498,0.57958,0.681237,3,2.297561479,3.746146739,1.630488139,oct,2c,bcs,8.09624,4.9588,7.87697
m193_fixedH_8c_o201_4c_tet_flu,1215.32,0.59278,0.518442,0.46312,0.405042,3,1.505313636,2.45425537,1.630394697,8c,tet,flu,7.47669,4.53587,7.32684
m454_8c_o197_4c_tet_flu,2349.7,0.68598,0.848442,0.60706,0.750832,3,2.094428806,3.414634213,1.630341506,8c,tet,flu,8.99834,4.8042,8.92117
m431_6c_oct_o130_p1_3c_pyr,1743.44,0.6584,0.630269,0.56834,0.544057,3,1.628884682,2.655407832,1.630200014,oct,3c,pyr,6.97352,4.75214,6.97352
m424_6c_oct_o348_2c_bcs,2384.54,0.66472,0.750455,0.57354,0.647515,3,1.891231405,3.082804747,1.630051584,oct,2c,bcs,7.054,4.72401,6.87002
m322_6c_oct_o428_2c_pcu,906.064,0.54342,0.569582,0.3954,0.414436,2,1.767283438,2.88072458,1.63002975,oct,2c,pcu,5.42136,3.64212,5.42136
m212_8c_o389_p1_2c_bcu,1911.03,0.63156,0.766618,0.51808,0.628871,3,1.696932718,2.765941577,1.629965377,8c,2c,bcu,6.76536,5.53804,6.41032
m128_6c_oct_o24_2c_pcu,1911.36,0.674,0.637841,0.60436,0.571937,3,0.965710056,1.573966979,1.629854602,oct,2c,pcu,6.93014,4.88757,6.82301
m13_8c_o321_2c_bcu,2997.46,0.74494,0.947602,0.68606,0.872704,3,1.058907214,1.725853968,1.629844376,8c,2c,bcu,8.72453,6.69127,8.72453
m249_6c_trp_o530_2c_lcy,0,0.57676,0.478314,0.4204,0.348643,3,0.716687427,1.16807975,1.629831508,trp,2c,lcy,7.63304,3.6107,7.35072
m11_6c_trp_o491_2c_acs,2044.19,0.67306,0.743387,0.57688,0.637157,3,1.137303505,1.853522316,1.629751696,trp,2c,acs,8.59862,5.84729,8.59862
m123_n2_8c_o495_2c_bcu,839.655,0.57626,0.480925,0.44888,0.374619,3,1.512859489,2.465510182,1.629702031,8c,2c,bcu,5.80047,4.24246,5.80047
m232_n2_6c_oct_o531_2c_pcu,679.237,0.53854,0.445314,0.3995,0.330343,2,0.913821143,1.489192576,1.629632437,oct,2c,pcu,5.44939,4.01927,5.44939
m49_6c_oct_o362_2c_pcu,2727.48,0.70224,0.917656,0.63746,0.833004,3,1.036471823,1.68860417,1.629184829,oct,2c,pcu,7.99315,5.94568,7.91133
m415_fixedL_p2_4c_square_o259_4c_square_cdz,2769.1,0.71482,0.962348,0.66802,0.899342,3,1.470769043,2.396135789,1.629172031,square,square,cdz,7.67438,6.65648,7.6425
m483_8c_o506_2c_bcu,950.29,0.58422,0.578327,0.44082,0.436374,3,1.558488133,2.538879259,1.629065506,8c,2c,bcu,6.47804,3.71084,5.02363
m106_fixedH_8c_o431_2c_bcu,0,0.58838,0.530249,0.46012,0.414661,2,1.666347645,2.714334154,1.628912288,8c,2c,bcu,5.73859,3.58704,5.73859
m102_6c_oct_o548_2c_bcs,1435.66,0.64176,0.596012,0.48204,0.447678,3,1.202315014,1.958387102,1.628846916,oct,2c,bcs,8.16889,4.12436,8.00501
m420_n2_8c_o392_2c_bcu,0,0.55018,0.505342,0.38852,0.356857,2,1.322943938,2.154864921,1.628840693,8c,2c,bcu,5.63759,3.31702,5.32018
m405_p1_4c_square_o109_4c_square_mot,502.865,0.42892,0.280971,0.28152,0.184414,1,1.200370754,1.954989569,1.628654782,square,square,mot,5.98303,5.00645,5.89463
m204_8c_o521_2c_bcu,0,0.58944,0.55042,0.45722,0.426953,2,1.62485239,2.646184618,1.628569237,8c,2c,bcu,6.06916,3.40602,6.06916
m312_fixedH_4c_square_o503_2c_lvt,1006.24,0.59484,0.575366,0.41966,0.405921,1,1.020917636,1.66244181,1.62837995,square,2c,lvt,7.74424,6.13546,7.74424
m4_8c_o531_2c_bcu,2305.07,0.66664,0.83509,0.56612,0.70917,3,1.33111907,2.16755378,1.628369564,8c,2c,bcu,7.99831,4.9939,6.97541
m109_6c_oct_o380_2c_pcu,1778.79,0.67594,0.591396,0.60724,0.531289,3,1.229696318,2.002391314,1.628362454,oct,2c,pcu,6.85662,4.88497,6.81711
m327_4c_square_o51_4c_square_cdz,0,0.6257,0.447259,0.55784,0.398752,3,1.397134042,2.274973721,1.628314573,square,square,cdz,5.93749,3.59487,5.68236
m483_8c_o503_2c_bcu,0,0.55984,0.521733,0.39356,0.366771,2,0.508219617,0.827486357,1.62820625,8c,2c,bcu,4.46445,3.07568,4.39595
m431_6c_oct_o179_fixedL_4c_tet_toc,2245.43,0.71062,0.775217,0.65492,0.714454,3,1.524296075,2.481779266,1.628147777,oct,tet,toc,9.56763,6.62259,9.56763
m365_6c_oct_o323_p1_2c_bcs,1550.52,0.64712,0.621884,0.547,0.525669,3,1.216498358,1.980343243,1.627904576,oct,2c,bcs,6.11031,4.36276,5.56831
m305_n2_8c_o362_2c_bcu,0,0.52254,0.45152,0.32016,0.276646,1,0.809901993,1.318442057,1.627903213,8c,2c,bcu,5.91015,3.30836,5.86507
m109_6c_oct_o363_2c_pcu,1483.64,0.6347,0.5456,0.55646,0.478343,3,1.736595167,2.827004054,1.62790045,oct,2c,pcu,7.03304,5.12207,6.85932
m128_6c_oct_o375_2c_bcs,2992.66,0.74476,0.920295,0.66382,0.820278,3,1.330548531,2.165919662,1.627839655,oct,2c,bcs,9.26171,6.23983,8.76543
m253_6c_trp_o171_3c_sit,1103.58,0.56342,0.516086,0.46112,0.42238,1,1.944508828,3.165292085,1.627810601,trp,3c,sit,6.47231,4.95383,6.27891
m453_8c_o144_2c_bcu,1767.59,0.65384,0.656302,0.55346,0.555544,3,1.151894117,1.874982869,1.627738906,8c,2c,bcu,6.25516,4.94007,5.94027
m391_6c_oct_o500_2c_pcu,602.178,0.53624,0.371721,0.39166,0.271498,1,1.044615038,1.700162091,1.627548933,oct,2c,pcu,6.10509,3.80441,6.10509
m405_p1_4c_square_o76_4c_square_cdz,2302.58,0.6273,0.65915,0.5733,0.602408,3,3.958478237,6.441897435,1.627367147,square,square,cdz,5.91886,4.99332,5.91886
m319_fixedH_p3_6c_oct_o483_2c_pcu,1580.22,0.66932,0.522416,0.59696,0.465938,3,0.81142621,1.320481941,1.62735924,oct,2c,pcu,7.61488,6.57105,7.61488
m476_6c_oct_o488_2c_pcu,2585.73,0.70086,0.843187,0.64336,0.77401,3,1.505091055,2.449305983,1.627347379,oct,2c,pcu,8.64284,5.86772,8.64284
m204_8c_o235_3c_the,953.89,0.57084,0.530994,0.3443,0.320267,2,1.48337443,2.413729862,1.627188532,8c,3c,the,8.54436,6.45179,8.54436
m46_6c_trp_o524_2c_lcy,2106.41,0.70738,0.756304,0.63126,0.67492,3,1.223528491,1.990574218,1.626912845,trp,2c,lcy,10.00624,6.5332,9.69963
m391_6c_oct_o85_4c_square_soc,1144.51,0.62704,0.537042,0.51538,0.441408,3,1.572968175,2.558861135,1.62677235,oct,square,soc,8.45299,4.75252,7.07505
m310_4c_square_o46_4c_square_mot,1331.04,0.65138,0.484234,0.583,0.4334,2,1.240934852,2.018521814,1.626613848,square,square,mot,8.49361,6.04336,8.48858
m224_4c_tet_o81_4c_tet_kea,2621.64,0.74034,0.942112,0.6813,0.866981,3,1.458738182,2.37280015,1.626611395,tet,tet,kea,10.01872,6.95014,9.92105
m235_6c_oct_o491_2c_pcu,1305.87,0.62578,0.537781,0.52328,0.449695,3,0.870635426,1.416090209,1.626501939,oct,2c,pcu,6.62045,4.63617,6.17684
m146_6c_oct_o548_2c_pcu,942.747,0.58468,0.479404,0.45566,0.373615,2,0.786184307,1.278667939,1.626422619,oct,2c,pcu,6.8802,4.03276,6.77947
m123_n2_8c_o492_2c_bcu,1817.04,0.65688,0.625735,0.57982,0.552329,3,1.508556711,2.45353291,1.626410788,8c,2c,bcu,5.73778,4.85465,5.47549
m264_8c_o371_2c_bcu,0,0.58484,0.523258,0.45372,0.405945,2,1.593136347,2.591083537,1.626404131,8c,2c,bcu,6.23509,3.45509,6.23509
m419_8c_o367_p1_2c_bcu,981.665,0.58076,0.637344,0.41152,0.451615,3,0.971943121,1.580756734,1.626388108,8c,2c,bcu,6.54738,3.67316,6.54738
m250_n2_6c_trp_o548_2c_acs,1395.95,0.61674,0.623799,0.5081,0.513916,3,1.6146614,2.626020551,1.626359899,trp,2c,acs,6.61589,4.23006,6.53607
m262_fixedH_8c_o179_fixedL_4c_tet_flu,2262.29,0.69566,0.812326,0.63762,0.744552,3,2.333355868,3.794817345,1.626334584,8c,tet,flu,9.11106,6.21922,9.06668
m431_6c_oct_o550_2c_bcs,2953.4,0.73802,0.826789,0.67612,0.757443,3,1.330403368,2.163656892,1.626316457,oct,2c,bcs,8.48067,6.06527,8.26403
m325_8c_o320_2c_bcu,1339.63,0.59366,0.559331,0.50234,0.473292,3,1.999434138,3.251273556,1.626096851,8c,2c,bcu,5.52557,4.54069,5.49639
m224_4c_tet_o386_2c_dia,2211.75,0.65076,0.758544,0.55862,0.651143,3,1.674434887,2.722778166,1.626087815,tet,2c,dia,6.58496,4.60355,6.32832
m383_n2_4c_tet_o213_3c_bor,0,0.57014,0.590407,0.4542,0.470345,3,1.746402518,2.839733173,1.626047342,tet,3c,bor,6.76987,3.46982,6.76987
m736_n1_6c_oct_o492_2c_bcs,2781.31,0.71802,0.80795,0.64786,0.729002,3,1.464887461,2.381969158,1.626042424,oct,2c,bcs,7.89531,5.46342,7.77476
m235_6c_oct_o96_4c_square_soc,0,0.51576,0.373941,0.18836,0.136566,1,1.318806556,2.144168345,1.62583992,oct,square,soc,6.19626,3.1719,5.23588
m427_4c_square_o245_4c_square_cdz,700.993,0.45296,0.360113,0.31364,0.249351,1,1.212442627,1.971172875,1.625786517,square,square,cdz,5.77691,5.26522,5.73145
m325_8c_o47_4c_square_sqc,1373.15,0.58884,0.514456,0.49186,0.429727,2,2.306370872,3.749509105,1.625718201,8c,square,sqc,7.02823,5.20359,6.63912
m334_n2_8c_o387_2c_bcu,0,0.60142,0.457281,0.49272,0.374632,2,1.215421362,1.97592386,1.625710985,8c,2c,bcu,5.72117,3.55701,4.59031
m66_6c_oct_o548_2c_pcu,831.628,0.53986,0.425284,0.40236,0.316966,2,0.958599471,1.558373793,1.625677711,oct,2c,pcu,5.5576,4.16546,5.4933
m127_6c_oct_o291_2c_pcu,1537.07,0.64546,0.566861,0.57004,0.500625,3,1.313726574,2.135651199,1.625643601,oct,2c,pcu,8.06967,5.29488,8.06967
m147_4c_square_o196_3c_pto,445.535,0.51748,0.443858,0.36758,0.315285,2,1.890310626,3.072946209,1.625630289,square,3c,pto,5.53052,4.11191,5.33459
m178_6c_trp_o498_fixedL_2c_lcy,835.027,0.58002,0.466146,0.38808,0.311889,3,0.575084098,0.93482408,1.625543262,trp,2c,lcy,6.09751,4.32202,6.09751
m253_6c_trp_o204_3c_sab,479.49,0.49544,0.432699,0.33188,0.289852,1,1.324464126,2.152953296,1.625527829,trp,3c,sab,6.34671,4.8626,6.12694
m424_6c_oct_o42_4c_tet_toc,1618.81,0.62652,0.614388,0.5475,0.536898,3,1.832712961,2.978983037,1.625449866,oct,tet,toc,7.74144,5.68595,7.73258
m334_n2_8c_o311_2c_bcu,0,0.55412,0.387369,0.41894,0.292868,3,1.624355584,2.640305113,1.62544774,8c,2c,bcu,6.08181,3.35955,5.48123
m101_n2_4c_tet_o200_4c_square_pth,2140.55,0.671,0.726437,0.59668,0.645977,3,2.129567802,3.46137599,1.625388958,tet,square,pth,6.79416,4.40617,6.79416
m496_6c_oct_o556_2c_pcu,1701.79,0.66346,0.628856,0.57778,0.547645,2,1.149587843,1.868212958,1.625115444,oct,2c,pcu,6.5995,5.41082,6.5995
m235_6c_oct_o559_2c_bcs,1954.37,0.67772,0.690995,0.5704,0.581573,3,1.712179867,2.782265417,1.624984309,oct,2c,bcs,9.06966,4.88076,9.06966
m308_6c_oct_o291_2c_bcs,630.477,0.55776,0.476105,0.35648,0.304292,3,1.373753366,2.232249568,1.62492746,oct,2c,bcs,6.30457,3.7784,6.22325
m424_6c_oct_o305_2c_pcu,1564.22,0.6314,0.63499,0.54048,0.543553,3,1.418993223,2.305699874,1.624884346,oct,2c,pcu,6.75993,4.09248,6.75993
m179_6c_oct_o235_3c_pyr,960.092,0.58408,0.572276,0.4569,0.447666,3,1.661122872,2.699126195,1.624880519,oct,3c,pyr,5.84683,4.04266,5.58207
m357_6c_oct_o518_2c_bcs,915.43,0.60178,0.475609,0.4574,0.3615,3,1.670706529,2.714623141,1.624835418,oct,2c,bcs,6.37798,4.09461,6.37798
m43_4c_tet_o184_p2_4c_square_pth,3527.36,0.6879,1.10196,0.6098,0.976851,3,1.798923834,2.922113803,1.624367718,tet,square,pth,6.6105,5.56811,6.54252
