MOF,ASA_m^2/g,AV_Volume_fraction,AV_cm^3/g,POAV_Volume_fraction,POAV_cm^3/g,Channel Dimensionality,Working,TSN,Loged selec,vertice,edge,topo,di,df,dif
m179_6c_oct_o416_2c_bcs,4017.41,0.7372,1.19357,0.6585,1.06615,3,0.353048312,0.334209415,0.946639322,oct,2c,bcs,8.11919,5.56772,8.02858
m434_p2_6c_oct_o10_2c_bcs,3176.83,0.70724,1.11619,0.63328,0.999463,3,0.315073666,0.298236046,0.946559734,oct,2c,bcs,5.55684,4.3411,5.3018
m434_p2_6c_oct_o489_2c_bcs,4374.83,0.73296,1.20277,0.66298,1.08794,3,0.459059425,0.434512692,0.946528201,oct,2c,bcs,6.60698,4.80373,6.5888
m106_fixedH_8c_o43_4c_tet_flu,3105.75,0.7083,0.990952,0.65364,0.914479,3,0.424690336,0.401843216,0.946202873,8c,tet,flu,7.65765,6.17152,7.65765
m156_p1_3c_o264_3c_bwt,2238.02,0.6956,0.781314,0.5799,0.651357,3,0.270432331,0.255876744,0.946176601,3c,3c,bwt,13.61753,6.19975,13.61753
m268_6c_trp_o305_2c_lcy,2463.19,0.68938,0.881443,0.60072,0.768082,3,0.296817725,0.280839698,0.946168892,trp,2c,lcy,9.23124,6.66404,9.23124
m495_n1_6c_trp_o281_2c_acs,3195.46,0.73638,1.06267,0.67916,0.980099,3,0.327536684,0.30989931,0.946151454,trp,2c,acs,10.36086,6.83243,10.17431
m458_6c_oct_o237_3c_pyr,3684.66,0.7046,1.21309,0.63772,1.09794,3,0.468500178,0.443271483,0.946150085,oct,3c,pyr,9.29297,5.72177,9.24722
m352_p2_6c_oct_o363_2c_pcu,3760.92,0.69944,1.09961,0.64784,1.01849,3,0.475163643,0.449576031,0.946149895,oct,2c,pcu,7.46523,5.53705,7.32572
m793_p2_6c_trp_o373_2c_acs,1181.15,0.56786,0.681768,0.40698,0.488617,1,0.240550292,0.22758103,0.946085031,trp,2c,acs,6.84539,3.84668,6.84539
m196_p2_6c_oct_o484_2c_pcu,1416.98,0.59026,0.718664,0.4574,0.556902,2,0.265729066,0.251400307,0.946077561,oct,2c,pcu,5.83418,4.5726,5.70862
m205_6c_oct_o13_2c_pcu,3633.9,0.75916,1.13033,0.72044,1.07268,3,0.32281997,0.305399778,0.946037439,oct,2c,pcu,9.36614,6.1324,9.27931
m231_fixedH_n1_6c_trp_o537_2c_acs,2044.84,0.67552,0.678485,0.60396,0.606611,3,0.276534522,0.261596906,0.945982815,trp,2c,acs,7.86516,6.27685,7.81706
m7_4c_square_o1_2c_lvt,1294.46,0.59218,0.535767,0.49384,0.446795,1,0.377810267,0.357379733,0.945923826,square,2c,lvt,7.4696,6.96658,7.36914
m416_6c_trp_o453_2c_acs,2170.27,0.63984,0.785895,0.55254,0.678667,3,0.387606365,0.36662534,0.945870278,trp,2c,acs,8.19336,5.91354,8.19336
m308_6c_oct_o444_3c_pyr,3975.63,0.75806,1.26358,0.71184,1.18654,3,0.37338511,0.353141532,0.94578365,oct,3c,pyr,8.74944,6.67253,8.49481
m673_p2_6c_trp_o70_3c_sit,3427.48,0.72402,1.17131,0.663,1.07259,3,0.531534427,0.502699354,0.94575126,trp,3c,sit,10.27848,6.38514,10.17738
m654_8c_o424_2c_bcu,2947.61,0.68588,0.984541,0.59566,0.855036,3,0.312271316,0.295314035,0.945696962,8c,2c,bcu,7.26553,6.37035,7.26553
m174_n2_8c_o221_6c_oct_ocu,2230.11,0.71504,0.956116,0.62632,0.837484,3,0.321634116,0.304157211,0.945662156,8c,oct,ocu,15.14833,4.58349,14.9775
m559_p1_4c_tet_o281_2c_qtz,3914.41,0.75994,1.29261,0.70378,1.19709,3,0.314146795,0.297064094,0.945621916,tet,2c,qtz,9.01307,6.61958,8.98193
m456_n2_6c_oct_o525_n1_2c_pcu,2777.35,0.70818,0.846625,0.6587,0.787472,3,0.360732987,0.341106363,0.945592377,oct,2c,pcu,7.75737,6.74886,7.31865
m364_p2_4c_square_o100_4c_square_mot,1816.8,0.62528,0.729513,0.52788,0.615877,1,0.382609101,0.361748222,0.945477305,square,square,mot,8.24315,6.98505,8.14428
m221_fixedH_n2_6c_oct_o495_2c_pcu,2828.91,0.70182,0.903167,0.64514,0.830226,3,0.263246765,0.248816224,0.945182455,oct,2c,pcu,7.28017,5.58487,6.50594
m203_6c_oct_o238_3c_pyr,2716.65,0.72784,0.814463,0.6722,0.752201,3,0.278497284,0.26322965,0.945178516,oct,3c,pyr,8.21638,5.85674,7.43925
m693_n2_6c_oct_o518_2c_pcu,3039.09,0.72032,0.945861,0.67106,0.881177,3,0.372845737,0.352370149,0.94508295,oct,2c,pcu,7.94695,5.77078,7.67774
m210_p2_4c_square_o50_4c_tet_pts,4482.01,0.72656,1.23551,0.67856,1.15388,3,0.413400037,0.390620687,0.944897563,square,tet,pts,6.77767,5.84661,6.77013
m235_6c_oct_o499_fixedL_2c_pcu,2211.8,0.6824,0.771153,0.59812,0.675911,3,0.254868966,0.240817881,0.944869378,oct,2c,pcu,8.57978,5.32768,7.89015
m800_4c_square_o108_4c_square_cdm,3178.96,0.6991,1.09117,0.62272,0.971954,2,0.402342886,0.380116532,0.944757682,square,square,cdm,8.46993,6.5153,7.07637
m405_p1_4c_square_o159_4c_square_cdn,3940.32,0.74996,1.16496,0.71954,1.11771,3,0.682667934,0.644900085,0.944676105,square,square,cdn,7.8591,6.99948,7.83796
m332_4c_square_o223_4c_tet_pts,3023.29,0.65598,0.912789,0.5943,0.826962,3,0.468546061,0.442622119,0.94467152,square,tet,pts,7.09624,5.80364,6.48791
m450_fixedH_4c_square_o388_2c_lvt,3610.76,0.72208,1.16206,0.62992,1.01374,3,0.26341654,0.248833955,0.944640587,square,2c,lvt,9.43245,6.72833,8.66931
m654_8c_o195_4c_tet_flu,1385.81,0.58372,0.666812,0.43676,0.498932,2,0.276018801,0.260730087,0.944609882,8c,tet,flu,9.89265,4.67031,9.86031
m471_4c_tet_o45_4c_square_pth,2485.96,0.72648,0.765452,0.67348,0.709608,3,0.312662896,0.295320837,0.944534323,tet,square,pth,7.36045,5.97726,7.03545
m793_p2_6c_trp_o131_p1_3c_sit,2432.3,0.63972,0.854467,0.5211,0.696028,2,0.340695989,0.321784032,0.944490226,trp,3c,sit,6.69245,5.6855,6.48036
m126_6c_oct_o422_2c_pcu,2376.84,0.71426,0.83332,0.65574,0.765046,3,0.308210924,0.291081028,0.944421517,oct,2c,pcu,9.07566,6.95663,8.99139
m608_6c_trp_o304_2c_acs,3376.68,0.71854,1.08435,0.66354,1.00135,3,0.373774365,0.352937853,0.944253768,trp,2c,acs,7.73182,6.51179,7.70669
m104_n1_12c_ico_o217_4c_tet_ith,2816.57,0.69442,0.903417,0.61744,0.803269,3,0.362010583,0.34179946,0.9441698,ico,tet,ith,8.35016,5.65669,7.65568
m286_p1_4c_square_o22_2c_nbo,2261.18,0.67608,0.873994,0.56102,0.725251,3,0.284319653,0.268429797,0.944112704,square,2c,nbo,10.19573,5.41275,10.18559
m142_fixedH_p4_8c_o37_4c_tet_flu,1746.43,0.7156,0.60573,0.67952,0.57519,3,0.236763964,0.223527132,0.944092709,8c,tet,flu,11.00038,4.75628,11.00038
m179_6c_oct_o63_3c_pyr,4196.32,0.75014,1.32489,0.69348,1.22482,3,0.398882362,0.376556237,0.944028298,oct,3c,pyr,8.92136,6.30263,8.92136
m42_fixedH_6c_oct_o310_2c_bcs,3136.13,0.73634,0.928324,0.66186,0.834425,3,0.33085172,0.312273572,0.943847511,oct,2c,bcs,8.52504,5.66649,8.17464
m123_n2_8c_o406_2c_bcu,3669.99,0.73834,1.17441,0.68222,1.08514,3,0.345518141,0.326111586,0.943833472,8c,2c,bcu,8.35477,6.91221,7.99923
m235_6c_oct_o438_2c_pcu,1940.59,0.69576,0.617854,0.63396,0.562974,3,0.232687303,0.219609713,0.94379758,oct,2c,pcu,8.10043,4.79524,8.08884
m305_n2_8c_o277_2c_bcu,3162.83,0.73084,1.06602,0.66888,0.975645,3,0.354176294,0.334266815,0.943786527,8c,2c,bcu,10.57441,6.56886,10.57441
m608_6c_trp_o394_2c_acs,3085.77,0.68986,0.966526,0.62424,0.874589,3,0.414848738,0.391509514,0.9437404,trp,2c,acs,8.00817,5.16248,8.00817
m186_p2_6c_trp_o535_2c_lcy,3818.5,0.7298,1.34354,0.65628,1.20819,3,0.369950974,0.349122015,0.943698056,trp,2c,lcy,11.23351,6.3779,11.06062
m19_n1_6c_trp_o81_4c_tet_hea,2265.42,0.70318,0.858069,0.63384,0.773455,3,0.371331351,0.350402617,0.943638657,trp,tet,hea,11.50532,6.53549,11.50532
m432_6c_oct_o320_2c_pcu,2093,0.69194,0.688206,0.63742,0.63398,3,0.292707273,0.276165688,0.94348762,oct,2c,pcu,8.59094,5.61082,8.58289
m261_p2_6c_oct_o416_2c_bcs,3774.43,0.7097,1.19477,0.61316,1.03225,3,0.386037398,0.364185585,0.94339457,oct,2c,bcs,8.62416,5.81012,8.62416
m334_n2_8c_o561_2c_bcu,3627.86,0.75174,1.0395,0.70796,0.978963,3,0.316944233,0.298987801,0.943345138,8c,2c,bcu,8.59159,6.11636,7.43268
m337_n2_8c_o463_p2_2c_bcu,3322.79,0.7082,0.963032,0.65446,0.889954,3,0.446335113,0.42101303,0.943266658,8c,2c,bcu,7.61056,5.8207,7.4687
m330_6c_oct_o449_2c_pcu,2377.94,0.69818,0.792968,0.63428,0.720393,3,0.386192486,0.364265424,0.943222454,oct,2c,pcu,8.14473,6.18926,8.06219
m293_fixedH_n1_8c_o435_2c_bcu,3027.29,0.7094,0.983424,0.628,0.870582,3,0.343330604,0.323825984,0.943189975,8c,2c,bcu,8.08348,5.26108,8.00998
m81_p2_4c_tet_o215_3c_bor,3726.21,0.74394,1.29793,0.68774,1.19988,3,0.387446802,0.365431308,0.943178021,tet,3c,bor,10.23714,6.45571,10.11735
m3_4c_square_o185_3c_pto,4740.83,0.79108,1.53941,0.75314,1.46558,3,0.380850369,0.359181277,0.943103398,square,3c,pto,12.86325,6.51148,12.4225
m341_n1_4c_tet_o37_4c_tet_bnl,2836.01,0.73854,0.848753,0.69094,0.79405,3,0.292703132,0.27604109,0.943075287,tet,tet,bnl,9.40077,6.30655,8.93712
m383_n2_4c_tet_o551_2c_lcs,2865.97,0.69642,1.04745,0.57086,0.858604,3,0.255119133,0.240592351,0.943058829,tet,2c,lcs,10.21026,6.60071,10.21026
m365_6c_oct_o527_2c_pcu,2171.97,0.69394,0.81074,0.61254,0.715639,3,0.239933647,0.226228338,0.942878754,oct,2c,pcu,9.06169,5.70968,9.06169
m358_4c_square_o524_2c_nbo,2982.27,0.7708,1.06381,0.70284,0.970011,3,0.243540065,0.229583208,0.942691743,square,2c,nbo,13.6388,6.57509,13.39217
m164_6c_trp_o234_3c_sit,3680.05,0.74282,1.09093,0.69686,1.02343,3,0.432103247,0.40733098,0.942670491,trp,3c,sit,8.67455,5.66154,7.81409
m45_n2_6c_oct_o421_2c_pcu,2254.22,0.67366,0.82427,0.5855,0.7164,2,0.243230512,0.229280446,0.942646729,oct,2c,pcu,7.74623,6.00625,7.73378
m419_8c_o538_2c_bcu,3726.55,0.73498,1.24394,0.66494,1.1254,3,0.372842007,0.351449161,0.942622221,8c,2c,bcu,10.65492,6.64826,10.65492
m356_12c_cuo_o288_2c_fcu,2831.29,0.71682,0.983892,0.63298,0.868815,3,0.359389396,0.338767383,0.942619305,cuo,2c,fcu,11.4159,6.0533,11.4159
m23_6c_oct_o428_2c_pcu,2759.91,0.70562,0.844388,0.63782,0.763255,3,0.240524482,0.226698413,0.942516997,oct,2c,pcu,7.79433,4.91636,7.79433
m277_fixedH_8c_o510_2c_bcu,2712.46,0.70686,0.912513,0.64922,0.838104,3,0.405289868,0.381988438,0.942506755,8c,2c,bcu,9.71515,6.98154,9.69196
m484_n2_6c_oct_o544_2c_bcs,3117.83,0.7435,0.996617,0.66862,0.896245,3,0.332505689,0.313371377,0.942454183,oct,2c,bcs,10.19915,6.01734,10.19915
m24_6c_oct_o67_3c_pyr,3806.43,0.7571,1.29554,0.71806,1.22873,3,0.363461709,0.34250849,0.94235096,oct,3c,pyr,12.00962,6.85099,10.39005
m204_8c_o21_2c_bcu,4725.08,0.77294,1.41094,0.7322,1.33658,3,0.321652875,0.303048161,0.942159031,8c,2c,bcu,10.16273,6.33801,10.16273
m597_4c_square_o66_3c_pto,2242.41,0.7137,0.793174,0.62962,0.699731,3,0.269737929,0.254104933,0.942043762,square,3c,pto,9.78117,5.02631,9.78117
m693_n2_6c_oct_o495_2c_pcu,3343.82,0.73792,1.04838,0.69378,0.985668,3,0.365965709,0.344732954,0.941981572,oct,2c,pcu,8.58189,5.61817,8.43634
m392_fixedH_n1_6c_hexagon_o357_2c_hxg,2709.78,0.73872,1.00202,0.6763,0.91735,3,0.358013082,0.337219205,0.941918666,hexagon,2c,hxg,13.25746,6.58834,12.95754
m471_4c_tet_o171_3c_ctn,2659.58,0.74444,0.824488,0.687,0.760872,3,0.274764351,0.258800656,0.941900413,tet,3c,ctn,9.25256,6.78893,9.25256
m281_4c_square_o338_2c_nbo,2865.23,0.72048,1.02843,0.65306,0.932192,3,0.339229547,0.319515754,0.94188657,square,2c,nbo,10.21092,6.18569,10.21092
m258_6c_oct_o435_2c_bcs,3563.17,0.75116,1.11662,0.66504,0.988596,3,0.293221852,0.276159706,0.94181148,oct,2c,bcs,9.12872,6.40304,9.06715
m458_6c_oct_o423_2c_pcu,6430.29,0.77532,1.75697,0.74702,1.69284,3,0.486084545,0.457734287,0.941676281,oct,2c,pcu,8.92137,6.03752,8.1062
m332_4c_square_o202_4c_square_sse,2315,0.63192,0.758722,0.56608,0.67967,3,0.449958369,0.423706096,0.941656217,square,square,sse,9.21925,6.42115,9.21925
m466_6c_oct_o501_p1_2c_pcu,1975.14,0.68162,0.713667,0.58888,0.616567,3,0.165763147,0.156071597,0.941533747,oct,2c,pcu,8.51508,6.79661,8.37049
m125_8c_o251_4c_tet_flu,2220.29,0.69348,0.776719,0.6152,0.689043,3,0.318922594,0.300255437,0.941468063,8c,tet,flu,10.27077,5.30104,10.15962
m411_6c_oct_o10_2c_pcu,2849.72,0.6755,0.877497,0.62712,0.81465,3,0.49733955,0.468213702,0.941436695,oct,2c,pcu,6.88002,5.03804,6.81266
m830_6c_oct_o402_fixedL_2c_pcu,2995.02,0.71184,0.925696,0.65998,0.858256,3,0.398793726,0.37542018,0.941389383,oct,2c,pcu,8.51427,6.35125,8.41875
m272_6c_oct_o4_2c_pcu,3072.9,0.71392,1.03626,0.66556,0.966067,3,0.387136051,0.364439162,0.94137232,oct,2c,pcu,8.25156,6.83247,8.25156
m288_8c_o345_fixedL_2c_bcu,3629.32,0.72014,1.14821,0.65502,1.04438,3,0.350374663,0.329821257,0.941338777,8c,2c,bcu,8.56872,5.87743,8.48729
m456_n2_6c_oct_o537_2c_pcu,1955.6,0.64406,0.643057,0.56768,0.566796,3,0.337393451,0.317594172,0.941316945,oct,2c,pcu,6.62973,4.83687,6.60526
m234_6c_oct_o516_2c_bcs,3457.75,0.73812,1.04817,0.65702,0.933003,3,0.297091862,0.279623865,0.941203381,oct,2c,bcs,9.37151,6.73936,9.37151
m168_4c_square_o108_4c_square_sse,4056.48,0.7335,1.33405,0.6831,1.24238,3,0.403800444,0.38001724,0.941101591,square,square,sse,9.86728,6.73822,9.86728
m852_8c_o456_2c_bcu,1504.78,0.6628,0.518076,0.57274,0.447681,3,0.23255187,0.218734084,0.94058192,8c,2c,bcu,8.52563,5.39162,8.52563
m162_4c_square_o114_p1_3c_pto,4336.15,0.76598,1.48005,0.70984,1.37158,3,0.383210659,0.360437698,0.940573259,square,3c,pto,11.75953,6.94168,11.20848
m434_p2_6c_oct_o324_2c_crs,1652.89,0.6052,0.746832,0.44514,0.549314,3,0.244694265,0.230132597,0.940490357,oct,2c,crs,11.19713,6.63361,10.79356
m412_4c_square_o159_4c_square_cdn,3626.95,0.74836,1.02389,0.7173,0.981391,3,0.604342492,0.56836112,0.940461953,square,square,cdn,7.96493,5.85596,7.67116
m111_6c_oct_o377_2c_bcs,1607.46,0.68574,0.5823,0.55866,0.47439,3,0.197832583,0.186051325,0.940448345,oct,2c,bcs,10.77054,5.76154,10.50809
m286_p1_4c_square_o291_2c_nbo,2210.93,0.66584,0.808223,0.5399,0.655352,3,0.256326084,0.241031097,0.940329964,square,2c,nbo,8.6366,4.86409,8.06719
m144_fixedH_8c_o169_3c_the,1106.66,0.6492,0.472938,0.523,0.381002,3,0.197934561,0.186102934,0.940224551,8c,3c,the,12.8607,5.98966,12.86021
m318_4c_tet_o99_4c_square_mog,3122.92,0.7558,1.08373,0.72626,1.04138,3,0.348476569,0.327644288,0.940218991,tet,square,mog,9.5586,6.94601,9.53621
m217_fixedH_n1_6c_oct_o519_n1_2c_pcu,3575.74,0.74682,1.20614,0.69838,1.12791,3,0.350542166,0.329575061,0.940186638,oct,2c,pcu,9.93507,6.67052,8.92505
m81_p2_4c_tet_o239_3c_bor,1950.63,0.7286,0.75701,0.67012,0.696249,3,0.205921781,0.193569287,0.940013659,tet,3c,bor,13.03728,5.42931,12.69225
m69_4c_tet_o105_4c_square_pth,3358.77,0.7125,1.07184,0.6691,1.00655,3,0.608802623,0.572201543,0.93988022,tet,square,pth,8.64488,5.42187,8.61973
m167_n1_8c_o359_2c_bcu,2554.64,0.66982,0.837822,0.58732,0.73463,3,0.350798379,0.32968217,0.939805285,8c,2c,bcu,8.38763,6.05234,8.38763
m7_4c_square_o520_2c_lvt,878.515,0.55864,0.466173,0.3963,0.330704,1,0.222408877,0.209012385,0.939766379,square,2c,lvt,6.64669,6.09996,6.45302
m278_8c_o396_2c_bcu,2859.36,0.68986,0.959238,0.6167,0.85751,3,0.369845034,0.347534955,0.939677224,8c,2c,bcu,8.65085,6.6187,8.63773
m511_6c_oct_o43_4c_tet_ibd,2595.56,0.71314,0.762411,0.64404,0.688537,3,0.348819139,0.327765098,0.939641957,oct,tet,ibd,7.60253,5.76456,7.60253
m24_6c_oct_o277_2c_pcu,4412.21,0.73762,1.26285,0.69866,1.19615,3,0.489662071,0.460094107,0.939615572,oct,2c,pcu,7.44113,6.66602,7.44113
m285_p2_4c_tet_o41_4c_square_mog,3602.12,0.73618,1.29125,0.68312,1.19819,3,0.469299661,0.440841443,0.939360241,tet,square,mog,9.03851,6.66709,8.95794
m214_6c_oct_o310_2c_pcu,2171.62,0.69518,0.697122,0.63702,0.6388,3,0.262752222,0.246798302,0.939281503,oct,2c,pcu,7.53671,6.05122,7.53671
m140_n2_8c_o325_2c_bcu,4003.27,0.7335,1.27152,0.66328,1.1498,3,0.313969835,0.29484009,0.939071391,8c,2c,bcu,9.1723,6.24186,9.1723
m221_fixedH_n2_6c_oct_o488_2c_pcu,2922.69,0.71428,0.944523,0.66572,0.88031,3,0.278061693,0.261112965,0.93904688,oct,2c,pcu,7.86905,6.19045,7.86905
m229_6c_oct_o352_2c_bcs,4129.11,0.73208,1.25951,0.63802,1.09768,3,0.354509451,0.332889829,0.939015386,oct,2c,bcs,9.45051,5.84382,8.07433
m274_6c_oct_o375_2c_pcu,3050.89,0.71956,0.977705,0.65518,0.890228,3,0.297494187,0.279338925,0.938972718,oct,2c,pcu,8.83684,6.08399,8.83684
m445_p2_6c_oct_o380_2c_pcu,3786.48,0.7293,1.22236,0.67744,1.13544,3,0.34151126,0.320651715,0.938919891,oct,2c,pcu,9.16977,6.77847,9.0695
m403_6c_trp_o533_2c_lcy,3178.73,0.7233,1.06331,0.65132,0.95749,3,0.279433241,0.262337377,0.938819507,trp,2c,lcy,9.32777,6.97142,9.11206
m328_4c_square_o5_2c_lvt,2860.52,0.79702,0.832669,0.76968,0.804106,3,0.19391933,0.182024376,0.938660298,square,2c,lvt,8.98364,6.52985,8.02558
m196_p2_6c_oct_o43_4c_tet_toc,2866.42,0.66816,0.990947,0.58688,0.870401,3,0.444361713,0.417080921,0.93860679,oct,tet,toc,8.80259,4.79336,8.80259
m412_4c_square_o455_2c_nbo,2399.19,0.72568,0.846399,0.6476,0.75533,3,0.244245047,0.229224695,0.938502942,square,2c,nbo,11.52609,5.48476,11.49966
m463_fixedH_6c_oct_o468_p2_2c_pcu,4266.68,0.77732,1.36681,0.7382,1.29803,3,0.363908,0.341527286,0.938498978,oct,2c,pcu,9.49736,6.97058,9.49429
m412_4c_square_o479_2c_nbo,3898.55,0.78952,1.28996,0.7511,1.22718,3,0.320205416,0.300493111,0.938438564,square,2c,nbo,12.92407,6.822,12.92407
m432_6c_oct_o452_2c_pcu,1858.84,0.66948,0.618571,0.58278,0.538464,2,0.198733061,0.186485891,0.938373769,oct,2c,pcu,8.00978,5.67387,8.00978
m192_p2_6c_trp_o509_3c_sit,3197.06,0.70094,1.14556,0.63354,1.03541,3,0.358366992,0.336191361,0.93812033,trp,3c,sit,8.33454,5.42158,8.33454
m358_4c_square_o502_fixedH_2c_nbo,3319.81,0.78724,1.19177,0.7249,1.0974,3,0.252966133,0.237307922,0.938101552,square,2c,nbo,13.10051,6.79696,13.10051
m673_p2_6c_trp_o256_3c_sit,3790.98,0.73634,1.2579,0.68446,1.16928,3,0.543048706,0.509324886,0.937899088,trp,3c,sit,9.93765,6.80475,9.56577
m330_6c_oct_o363_2c_pcu,2488.6,0.70388,0.821257,0.63754,0.743855,3,0.338925343,0.317872877,0.93788465,oct,2c,pcu,7.66661,5.80825,7.66386
m485_4c_square_o235_3c_pto,1667.18,0.6664,0.611046,0.5772,0.529255,3,0.175155116,0.164266088,0.937832086,square,3c,pto,10.0587,4.71304,9.92185
m123_n2_8c_o486_2c_bcu,3412.15,0.7262,1.04123,0.6649,0.953337,3,0.336765365,0.315811162,0.937778034,8c,2c,bcu,8.61044,6.06796,8.59936
m485_4c_square_o167_4c_square_cdz,2788.62,0.71124,0.780146,0.65842,0.722209,3,0.24137935,0.226359644,0.937775515,square,square,cdz,8.03147,5.353,7.92989
m364_p2_4c_square_o96_4c_square_mot,1807.07,0.58188,0.623352,0.4726,0.506283,1,0.362525311,0.33996441,0.937767376,square,square,mot,6.56865,5.76199,6.56865
m403_6c_trp_o498_fixedL_2c_lcy,2542.24,0.7341,0.87494,0.66444,0.791915,3,0.22267417,0.208808981,0.937733287,trp,2c,lcy,9.87344,6.61126,9.06061
m580_4c_square_o66_3c_pto,1499.42,0.59722,0.726207,0.4546,0.552784,3,0.260385741,0.244152545,0.937657125,square,3c,pto,9.561,4.25694,9.561
m203_6c_oct_o407_2c_bcs,3575.44,0.75692,1.11637,0.68326,1.00773,3,0.329766161,0.309175598,0.937560108,oct,2c,bcs,10.17711,6.82099,10.17711
m272_6c_oct_o309_2c_pcu,2452.98,0.66744,0.843353,0.59046,0.746084,3,0.325313639,0.304887129,0.937209797,oct,2c,pcu,7.52105,4.80575,7.49414
m405_p1_4c_square_o167_4c_square_cdn,3861.6,0.7128,1.10811,0.66062,1.02699,3,0.575897138,0.539625692,0.937017492,square,square,cdn,8.30387,6.30302,6.75219
m209_4c_square_o246_3c_pto,3677.19,0.78744,1.17104,0.7583,1.1277,3,0.357156851,0.334619403,0.936897618,square,3c,pto,13.40833,6.5128,12.40793
m446_fixedH_n2_6c_oct_o454_2c_pcu,2347.25,0.7305,0.779594,0.67674,0.722221,3,0.22861419,0.214184616,0.936882422,oct,2c,pcu,8.46126,5.82682,8.4431
m3_4c_square_o236_3c_pto,2944.4,0.73254,0.983438,0.67876,0.911239,3,0.320481149,0.300251654,0.936877738,square,3c,pto,10.47341,4.78783,9.50387
m45_n2_6c_oct_o14_2c_pcu,2583.85,0.70936,0.900664,0.64872,0.82367,3,0.392859003,0.368056921,0.936867727,oct,2c,pcu,8.1493,6.53692,8.13884
m49_6c_oct_o402_fixedL_2c_pcu,2859.56,0.73138,0.930163,0.67616,0.859934,3,0.264962676,0.248224796,0.93682929,oct,2c,pcu,9.37934,6.86559,9.37934
m398_4c_square_o130_p1_3c_pto,3008.08,0.69568,1.08979,0.59496,0.932008,3,0.296347694,0.2776036,0.936749655,square,3c,pto,9.82855,6.01469,9.47756
m419_8c_o284_2c_bcu,4268.14,0.7476,1.30975,0.69688,1.22089,3,0.38925385,0.36457626,0.936602836,8c,2c,bcu,9.73702,6.35361,9.73702
m488_fixedH_8c_o253_4c_tet_flu,4015.35,0.76954,1.42704,0.71506,1.32601,3,0.357745607,0.335063645,0.936597511,8c,tet,flu,11.27852,6.5362,11.21431
m182_8c_o352_2c_bcu,3323.45,0.69778,1.04415,0.61306,0.917379,3,0.319521584,0.299234185,0.936506954,8c,2c,bcu,7.66184,5.72713,7.52982
m423_4c_tet_o105_4c_square_pth,4115.44,0.72518,1.24192,0.6783,1.16164,3,0.50080793,0.469004528,0.93649581,tet,square,pth,8.21124,6.28521,8.21124
m305_n2_8c_o337_2c_bcu,3043.56,0.72474,0.997899,0.66032,0.909199,3,0.281774095,0.263836185,0.936339394,8c,2c,bcu,9.41909,6.62488,9.16488
m300_4c_square_o174_4c_square_mot,1226.1,0.58932,0.486395,0.4857,0.400872,2,0.180438632,0.16891463,0.936133398,square,square,mot,9.26055,6.39646,9.26055
m330_6c_oct_o389_p1_2c_pcu,2454.02,0.6975,0.815279,0.62714,0.733038,3,0.332435435,0.311192683,0.936099617,oct,2c,pcu,7.31078,5.44685,7.23316
m156_p1_3c_o198_3c_bwt,2572.53,0.72408,0.863075,0.64978,0.774512,3,0.27498355,0.257411499,0.936097809,3c,3c,bwt,9.09142,4.58669,9.09142
m327_4c_square_o253_4c_tet_pts,3872.93,0.73298,1.01338,0.69318,0.958354,3,0.381236086,0.356817971,0.935950148,square,tet,pts,8.34479,6.91345,8.34479
m266_6c_oct_o424_2c_pcu,3132.28,0.69624,1.00737,0.62366,0.902354,3,0.304875392,0.285334089,0.935903969,oct,2c,pcu,7.93245,6.38516,7.93245
m366_6c_oct_o512_2c_pcu,2649.09,0.70412,0.899214,0.63802,0.814799,3,0.303807163,0.284254426,0.935640963,oct,2c,pcu,7.59979,6.00514,6.99432
m179_6c_oct_o254_3c_pyr,4436.26,0.75572,1.4165,0.69544,1.30351,3,0.407751972,0.381503691,0.935626845,oct,3c,pyr,9.42667,6.6678,9.29648
m830_6c_oct_o173_4c_tet_iac,3469.25,0.72364,1.13917,0.63602,1.00124,3,0.376748481,0.352474243,0.935569114,oct,tet,iac,9.47904,6.54766,9.29369
m154_fixedH_p6_6c_trp_o552_2c_lcy,2852.07,0.69622,0.976596,0.60456,0.848024,3,0.249316194,0.233233329,0.935492095,trp,2c,lcy,9.05682,6.11352,8.51323
m143_6c_oct_o254_3c_pyr,4633.68,0.75568,1.51401,0.69538,1.3932,3,0.448936339,0.419974406,0.935487661,oct,3c,pyr,11.70085,6.37191,11.07898
m203_6c_oct_o366_2c_bcs,2803.07,0.73182,0.829727,0.66352,0.752289,3,0.29017255,0.271452269,0.935485694,oct,2c,bcs,8.49619,6.01405,8.05576
m168_4c_square_o113_4c_square_cdm,2658.62,0.67218,0.941332,0.58918,0.825098,2,0.360491098,0.337199781,0.935390034,square,square,cdm,8.27357,5.547,8.27357
m272_6c_oct_o505_2c_bcs,4656.42,0.7668,1.34806,0.71462,1.25633,3,0.386802077,0.36178533,0.935324166,oct,2c,bcs,8.74674,6.57256,8.60799
m2_4c_square_o81_4c_tet_pts,3160.41,0.71602,0.88513,0.66584,0.823098,3,0.418026975,0.390984516,0.935309297,square,tet,pts,6.6828,5.72371,6.6828
m174_n2_8c_o408_2c_bcu,3391.25,0.72254,1.0243,0.66376,0.940972,3,0.400372989,0.374471747,0.935307218,8c,2c,bcu,8.64014,6.17639,8.1276
